Starting at 2016-03-11 16:21:27.821294...

	
Parameters:	
Table:claim_events_simple	
Limit Infrequent Events: 1	
Limit Infrequent Pairs: 1	
Prune KL-Divergence: False	
Window: 24	
Laplace Pseudocounts: 1	
P-value Threshold: 0.001	

Found:0 Checked:1 Candidates:10282  (AllegedRemoved AssRouteToOffice)
Found:0 Checked:359 Candidates:9924  (AssReRouteOffice SendTransHigh)
Found:0 Checked:360 Candidates:9923  (AssReRouteOffice SuspendedItem)
Found:0 Checked:361 Candidates:9922  (AssReRouteOffice Vehicle)
Found:0 Checked:362 Candidates:9921  (AssReRouteOffice VehicleEdited)
Found:0 Checked:363 Candidates:9920  (AssReRouteQueue applyCreditSubmit)
Found:0 Checked:364 Candidates:9919  (AssReRouteQueue AssociatedToClaim)
Found:0 Checked:365 Candidates:9918  (AssReRouteQueue AssociatedToParty)
Found:0 Checked:366 Candidates:9917  (AssReRouteQueue AssReRouteQueue)
Found:0 Checked:367 Candidates:9916  (AssReRouteQueue AssRouteToOffice)
Found:0 Checked:368 Candidates:9915  (AssReRouteQueue AssToFileHandler)
Distribution for (AssReRouteQueue 0,3 AssToFileHandler)
N_a: 68, N_ab: 30, Critical interval: ((0, 3)), P(success): 0.2512, p_value: 0.0005

Found:1 Checked:369 Candidates:10104  (AssReRouteQueue AudatexReceipt)
Found:1 Checked:370 Candidates:10103  (AssReRouteQueue CATContact)
Found:1 Checked:371 Candidates:10102  (AssReRouteQueue ChangedDocType)
Found:1 Checked:372 Candidates:10101  (AssReRouteQueue ClaimActivityLog)
Distribution for (AssReRouteQueue 1,2 ClaimActivityLog)
N_a: 90, N_ab: 31, Critical interval: ((1, 2)), P(success): 0.2000, p_value: 0.0010

Found:2 Checked:373 Candidates:10306  (AssReRouteQueue ClaimClosed)
Found:2 Checked:374 Candidates:10305  (AssReRouteQueue ClaimEdited)
Found:2 Checked:375 Candidates:10304  (AssReRouteQueue ClaimReopened)
Found:2 Checked:376 Candidates:10303  (AssReRouteQueue ClaimReported)
Found:2 Checked:377 Candidates:10302  (AssReRouteQueue ClaimSecured)
Found:2 Checked:378 Candidates:10301  (AssReRouteQueue ClaimSetup)
Found:2 Checked:379 Candidates:10300  (AssReRouteQueue ClaimSummary)
Found:2 Checked:380 Candidates:10299  (AssReRouteQueue ClaimUnsecured)
Found:2 Checked:381 Candidates:10298  (AssReRouteQueue Contact)
Found:2 Checked:382 Candidates:10297  (AssReRouteQueue COPSCarAsgSentCRP)
Found:2 Checked:383 Candidates:10296  (AssReRouteQueue COPSCarAsgSentPDR)
Found:2 Checked:384 Candidates:10295  (AssReRouteQueue CorrAssignToHndler)
Found:2 Checked:385 Candidates:10294  (AssReRouteQueue Correspondencsent)
Found:2 Checked:386 Candidates:10293  (AssReRouteQueue Coverage)
Found:2 Checked:387 Candidates:10292  (AssReRouteQueue DocAddInProgress)
Found:2 Checked:388 Candidates:10291  (AssReRouteQueue DocumentAdded)
Found:2 Checked:389 Candidates:10290  (AssReRouteQueue DocumentFiled)
Found:2 Checked:390 Candidates:10289  (AssReRouteQueue EOBSent)
Found:2 Checked:391 Candidates:10288  (AssReRouteQueue EORSent)
Found:2 Checked:392 Candidates:10287  (AssReRouteQueue FYISent)
Found:2 Checked:393 Candidates:10286  (AssReRouteQueue grpPymtSubmit)
Found:2 Checked:394 Candidates:10285  (AssReRouteQueue Inbound)
Found:2 Checked:395 Candidates:10284  (AssReRouteQueue InitialContact)
Distribution for (AssReRouteQueue 1,7 InitialContact)
N_a: 46, N_ab: 32, Critical interval: ((1, 7)), P(success): 0.4461, p_value: 0.0006

Found:3 Checked:396 Candidates:10451  (AssReRouteQueue IsoAutUpdRpt)
Found:3 Checked:397 Candidates:10450  (AssReRouteQueue IsoDataErrRpt)
Found:3 Checked:398 Candidates:10449  (AssReRouteQueue IsoMatchRpt)
Found:3 Checked:399 Candidates:10448  (AssReRouteQueue IsoNoMatchRpt)
Found:3 Checked:400 Candidates:10447  (AssReRouteQueue ItemCompleteDenial)
Found:3 Checked:401 Candidates:10446  (AssReRouteQueue ItmReAssToFHndler)
Found:3 Checked:402 Candidates:10445  (AssReRouteQueue LiabilityAnalysis)
Found:3 Checked:403 Candidates:10444  (AssReRouteQueue makePaymentSubmit)
Found:3 Checked:404 Candidates:10443  (AssReRouteQueue ManualDeny)
Found:3 Checked:405 Candidates:10442  (AssReRouteQueue ManualPayment)
Found:3 Checked:406 Candidates:10441  (AssReRouteQueue Medical)
Found:3 Checked:407 Candidates:10440  (AssReRouteQueue Medicare)
Found:3 Checked:408 Candidates:10439  (AssReRouteQueue MedicareNotify)
Found:3 Checked:409 Candidates:10438  (AssReRouteQueue MoveFromInvstigatn)
Found:3 Checked:410 Candidates:10437  (AssReRouteQueue MovetoParty)
Found:3 Checked:411 Candidates:10436  (AssReRouteQueue MultDocAddBegin)
Found:3 Checked:412 Candidates:10435  (AssReRouteQueue MultipleDocAdded)
Found:3 Checked:413 Candidates:10434  (AssReRouteQueue MutliEOBSent)
Found:3 Checked:414 Candidates:10433  (AssReRouteQueue Outbound)
Found:3 Checked:415 Candidates:10432  (AssReRouteQueue OwRetTLWComTtlLoss)
Found:3 Checked:416 Candidates:10431  (AssReRouteQueue PartyAdded)
Found:3 Checked:417 Candidates:10430  (AssReRouteQueue PartyEdited)
Found:3 Checked:418 Candidates:10429  (AssReRouteQueue PaymentBlockSet)
Found:3 Checked:419 Candidates:10428  (AssReRouteQueue PerilActivity)
Found:3 Checked:420 Candidates:10427  (AssReRouteQueue Perils/Reserves)
Found:3 Checked:421 Candidates:10426  (AssReRouteQueue ReasonforEscalation)
Found:3 Checked:422 Candidates:10425  (AssReRouteQueue ReceiptItem)
Found:3 Checked:423 Candidates:10424  (AssReRouteQueue recordManualPymt)
Found:3 Checked:424 Candidates:10423  (AssReRouteQueue RefAssign)
Found:3 Checked:425 Candidates:10422  (AssReRouteQueue RefCompPDVE)
Found:3 Checked:426 Candidates:10421  (AssReRouteQueue RefCompRCC)
Found:3 Checked:427 Candidates:10420  (AssReRouteQueue Referral)
Found:3 Checked:428 Candidates:10419  (AssReRouteQueue RefRemFromInbox)
Found:3 Checked:429 Candidates:10418  (AssReRouteQueue RefRespAuthority)
Found:3 Checked:430 Candidates:10417  (AssReRouteQueue RefRespCSLT)
Found:3 Checked:431 Candidates:10416  (AssReRouteQueue RefRespGeneral)
Found:3 Checked:432 Candidates:10415  (AssReRouteQueue RefRespPD)
Found:3 Checked:433 Candidates:10414  (AssReRouteQueue RefRespPDVE)
Found:3 Checked:434 Candidates:10413  (AssReRouteQueue RefRespPoliceFire)
Found:3 Checked:435 Candidates:10412  (AssReRouteQueue RefRespRCC)
Found:3 Checked:436 Candidates:10411  (AssReRouteQueue RefRespRental)
Found:3 Checked:437 Candidates:10410  (AssReRouteQueue RefRespSalvage)
Found:3 Checked:438 Candidates:10409  (AssReRouteQueue RefSentAuthority)
Found:3 Checked:439 Candidates:10408  (AssReRouteQueue RefSentCRD)
Found:3 Checked:440 Candidates:10407  (AssReRouteQueue RefSentCSLT)
Found:3 Checked:441 Candidates:10406  (AssReRouteQueue RefSentGeneral)
Found:3 Checked:442 Candidates:10405  (AssReRouteQueue RefSentPD)
Found:3 Checked:443 Candidates:10404  (AssReRouteQueue RefSentPDVE)
Found:3 Checked:444 Candidates:10403  (AssReRouteQueue RefSentPoliceFire)
Found:3 Checked:445 Candidates:10402  (AssReRouteQueue RefSentRCC)
Found:3 Checked:446 Candidates:10401  (AssReRouteQueue RefSentRental)
Found:3 Checked:447 Candidates:10400  (AssReRouteQueue RefSentSalvage)
Found:3 Checked:448 Candidates:10399  (AssReRouteQueue Rental)
Found:3 Checked:449 Candidates:10398  (AssReRouteQueue ReturnFrBillAudit)
Found:3 Checked:450 Candidates:10397  (AssReRouteQueue ReviewRemFromInbox)
Distribution for (AssReRouteQueue 1,3 ReviewRemFromInbox)
N_a: 26, N_ab: 14, Critical interval: ((1, 3)), P(success): 0.2126, p_value: 0.0003

Found:4 Checked:451 Candidates:10562  (AssReRouteQueue RouteToInbox)
Found:4 Checked:452 Candidates:10561  (AssReRouteQueue RouteToUnAssiMail)
Found:4 Checked:453 Candidates:10560  (AssReRouteQueue Salvage)
Found:4 Checked:454 Candidates:10559  (AssReRouteQueue SentToBillAudit)
Found:4 Checked:455 Candidates:10558  (AssReRouteQueue SetupEbillParty)
Found:4 Checked:456 Candidates:10557  (AssReRouteQueue SuspendedItem)
Found:4 Checked:457 Candidates:10556  (AssReRouteQueue Suspense)
Found:4 Checked:458 Candidates:10555  (AssReRouteQueue TLWCompleteReprble)
Found:4 Checked:459 Candidates:10554  (AssReRouteQueue TLWCompleteTtlLoss)
Found:4 Checked:460 Candidates:10553  (AssReRouteQueue TLWReopened)
Found:4 Checked:461 Candidates:10552  (AssReRouteQueue UnsuspendedItem)
Found:4 Checked:462 Candidates:10551  (AssReRouteQueue updtPymtVoid)
Found:4 Checked:463 Candidates:10550  (AssReRouteQueue Vehicle)
Found:4 Checked:464 Candidates:10549  (AssReRouteQueue VehicleEdited)
Found:4 Checked:465 Candidates:10548  (AssReRouteQueue VehSlvgLogCompltd)
Found:4 Checked:466 Candidates:10547  (AssReRouteQueue XPayAuthApprv)
Found:4 Checked:467 Candidates:10546  (AssReRouteQueue XPayAuthLimit)
Found:4 Checked:468 Candidates:10545  (AssRouteToOffice AllegedRemoved)
Found:4 Checked:469 Candidates:10544  (AssRouteToOffice applyCreditSubmit)
Found:4 Checked:470 Candidates:10543  (AssRouteToOffice AssociatedToClaim)
Found:4 Checked:471 Candidates:10542  (AssRouteToOffice AssociatedToParty)
Found:4 Checked:472 Candidates:10541  (AssRouteToOffice AssReRouteOffice)
Found:4 Checked:473 Candidates:10540  (AssRouteToOffice AssReRouteQueue)
Found:4 Checked:474 Candidates:10539  (AssRouteToOffice AssToFileHandler)
Distribution for (AssRouteToOffice 0,21 AssToFileHandler)
N_a: 104, N_ab: 104, Critical interval: ((0, 21)), P(success): 0.8583, p_value: 0.0000

Found:5 Checked:475 Candidates:10762  (AssRouteToOffice AudatexReceipt)
Found:5 Checked:476 Candidates:10761  (AssRouteToOffice CATContact)
Found:5 Checked:477 Candidates:10760  (AssRouteToOffice ChangedDocType)
Found:5 Checked:478 Candidates:10759  (AssRouteToOffice ChangedfromParty)
Found:5 Checked:479 Candidates:10758  (AssRouteToOffice ChangedtoParty)
Found:5 Checked:480 Candidates:10757  (AssRouteToOffice ClaimActivityLog)
Distribution for (AssRouteToOffice 1,23 ClaimActivityLog)
N_a: 86, N_ab: 86, Critical interval: ((1, 23)), P(success): 0.9160, p_value: 0.0005

Found:6 Checked:481 Candidates:10972  (AssRouteToOffice ClaimClosed)
Found:6 Checked:482 Candidates:10971  (AssRouteToOffice ClaimEdited)
Distribution for (AssRouteToOffice 0,23 ClaimEdited)
N_a: 79, N_ab: 79, Critical interval: ((0, 23)), P(success): 0.8824, p_value: 0.0001

Found:7 Checked:483 Candidates:11192  (AssRouteToOffice ClaimReopened)
Found:7 Checked:484 Candidates:11191  (AssRouteToOffice ClaimReported)
Found:7 Checked:485 Candidates:11190  (AssRouteToOffice ClaimSecured)
Found:7 Checked:486 Candidates:11189  (AssRouteToOffice ClaimSentToLFS)
Found:7 Checked:487 Candidates:11188  (AssRouteToOffice ClaimSetup)
Found:7 Checked:488 Candidates:11187  (AssRouteToOffice ClaimSummary)
Found:7 Checked:489 Candidates:11186  (AssRouteToOffice ClaimUnsecured)
Found:7 Checked:490 Candidates:11185  (AssRouteToOffice CloseBlockRemoved)
Found:7 Checked:491 Candidates:11184  (AssRouteToOffice CloseBlockSet)
Found:7 Checked:492 Candidates:11183  (AssRouteToOffice Contact)
Found:7 Checked:493 Candidates:11182  (AssRouteToOffice COPSCarAsgSentCRP)
Found:7 Checked:494 Candidates:11181  (AssRouteToOffice COPSCarAsgSentPDR)
Found:7 Checked:495 Candidates:11180  (AssRouteToOffice CorrAssignToHndler)
Found:7 Checked:496 Candidates:11179  (AssRouteToOffice Correspondencsent)
Found:7 Checked:497 Candidates:11178  (AssRouteToOffice Coverage)
Found:7 Checked:498 Candidates:11177  (AssRouteToOffice DateOfLossChanged)
Found:7 Checked:499 Candidates:11176  (AssRouteToOffice DocAddInProgress)
Found:7 Checked:500 Candidates:11175  (AssRouteToOffice DocumentAdded)
Found:7 Checked:501 Candidates:11174  (AssRouteToOffice DocumentFiled)
Found:7 Checked:502 Candidates:11173  (AssRouteToOffice EOBSent)
Found:7 Checked:503 Candidates:11172  (AssRouteToOffice EORSent)
Found:7 Checked:504 Candidates:11171  (AssRouteToOffice FYISent)
Found:7 Checked:505 Candidates:11170  (AssRouteToOffice grpPymtSubmit)
Found:7 Checked:506 Candidates:11169  (AssRouteToOffice Inbound)
Found:7 Checked:507 Candidates:11168  (AssRouteToOffice InitialContact)
Distribution for (AssRouteToOffice 0,23 InitialContact)
N_a: 88, N_ab: 88, Critical interval: ((0, 23)), P(success): 0.8887, p_value: 0.0000

Found:8 Checked:508 Candidates:11389  (AssRouteToOffice IsoAutUpdRpt)
Found:8 Checked:509 Candidates:11388  (AssRouteToOffice IsoDataErrRpt)
Found:8 Checked:510 Candidates:11387  (AssRouteToOffice IsoMatchRpt)
Found:8 Checked:511 Candidates:11386  (AssRouteToOffice IsoNoMatchRpt)
Found:8 Checked:512 Candidates:11385  (AssRouteToOffice ItemCompleteDenial)
Found:8 Checked:513 Candidates:11384  (AssRouteToOffice ItmReAssToFHndler)
Found:8 Checked:514 Candidates:11383  (AssRouteToOffice LiabilityAnalysis)
Distribution for (AssRouteToOffice 0,7 LiabilityAnalysis)
N_a: 44, N_ab: 34, Critical interval: ((0, 7)), P(success): 0.5050, p_value: 0.0002

Found:9 Checked:515 Candidates:11570  (AssRouteToOffice makePaymentSubmit)
Found:9 Checked:516 Candidates:11569  (AssRouteToOffice ManualDeny)
Found:9 Checked:517 Candidates:11568  (AssRouteToOffice ManualPayment)
Found:9 Checked:518 Candidates:11567  (AssRouteToOffice Medical)
Found:9 Checked:519 Candidates:11566  (AssRouteToOffice Medicare)
Found:9 Checked:520 Candidates:11565  (AssRouteToOffice MedicareNotify)
Found:9 Checked:521 Candidates:11564  (AssRouteToOffice MoveFromInvstigatn)
Found:9 Checked:522 Candidates:11563  (AssRouteToOffice MovefromParty)
Found:9 Checked:523 Candidates:11562  (AssRouteToOffice MovetoClaim)
Found:9 Checked:524 Candidates:11561  (AssRouteToOffice MovetoParty)
Found:9 Checked:525 Candidates:11560  (AssRouteToOffice MultDocAddBegin)
Found:9 Checked:526 Candidates:11559  (AssRouteToOffice MultipleDocAdded)
Found:9 Checked:527 Candidates:11558  (AssRouteToOffice MutliEOBSent)
Found:9 Checked:528 Candidates:11557  (AssRouteToOffice Outbound)
Distribution for (AssRouteToOffice 0,23 Outbound)
N_a: 68, N_ab: 68, Critical interval: ((0, 23)), P(success): 0.8884, p_value: 0.0003

Found:10 Checked:529 Candidates:11726  (AssRouteToOffice PartyAdded)
Found:10 Checked:530 Candidates:11725  (AssRouteToOffice PartyEdited)
Found:10 Checked:531 Candidates:11724  (AssRouteToOffice PaymentBlockSet)
Found:10 Checked:532 Candidates:11723  (AssRouteToOffice PerilActivity)
Distribution for (AssRouteToOffice 0,23 PerilActivity)
N_a: 60, N_ab: 60, Critical interval: ((0, 23)), P(success): 0.8881, p_value: 0.0008

Found:11 Checked:533 Candidates:11940  (AssRouteToOffice Perils/Reserves)
Found:11 Checked:534 Candidates:11939  (AssRouteToOffice PhvcNotice)
Found:11 Checked:535 Candidates:11938  (AssRouteToOffice PolicyNumberChange)
Found:11 Checked:536 Candidates:11937  (AssRouteToOffice RcvdTranscriptn)
Found:11 Checked:537 Candidates:11936  (AssRouteToOffice ReasonforEscalation)
Found:11 Checked:538 Candidates:11935  (AssRouteToOffice ReceiptItem)
Found:11 Checked:539 Candidates:11934  (AssRouteToOffice recordManualPymt)
Found:11 Checked:540 Candidates:11933  (AssRouteToOffice RefAssign)
Found:11 Checked:541 Candidates:11932  (AssRouteToOffice RefCompPDVE)
Found:11 Checked:542 Candidates:11931  (AssRouteToOffice RefCompRCC)
Found:11 Checked:543 Candidates:11930  (AssRouteToOffice Referral)
Found:11 Checked:544 Candidates:11929  (AssRouteToOffice RefRemFromInbox)
Found:11 Checked:545 Candidates:11928  (AssRouteToOffice RefRespAuthority)
Found:11 Checked:546 Candidates:11927  (AssRouteToOffice RefRespBTCD)
Found:11 Checked:547 Candidates:11926  (AssRouteToOffice RefRespCSLT)
Found:11 Checked:548 Candidates:11925  (AssRouteToOffice RefRespFS)
Found:11 Checked:549 Candidates:11924  (AssRouteToOffice RefRespGeneral)
Found:11 Checked:550 Candidates:11923  (AssRouteToOffice RefRespPD)
Found:11 Checked:551 Candidates:11922  (AssRouteToOffice RefRespPDVE)
Found:11 Checked:552 Candidates:11921  (AssRouteToOffice RefRespPoliceFire)
Found:11 Checked:553 Candidates:11920  (AssRouteToOffice RefRespRCC)
Found:11 Checked:554 Candidates:11919  (AssRouteToOffice RefRespRental)
Found:11 Checked:555 Candidates:11918  (AssRouteToOffice RefRespSalvage)
Found:11 Checked:556 Candidates:11917  (AssRouteToOffice RefSentAuthority)
Found:11 Checked:557 Candidates:11916  (AssRouteToOffice RefSentBTCD)
Found:11 Checked:558 Candidates:11915  (AssRouteToOffice RefSentCRD)
Found:11 Checked:559 Candidates:11914  (AssRouteToOffice RefSentCSLT)
Found:11 Checked:560 Candidates:11913  (AssRouteToOffice RefSentFS)
Found:11 Checked:561 Candidates:11912  (AssRouteToOffice RefSentGeneral)
Found:11 Checked:562 Candidates:11911  (AssRouteToOffice RefSentPD)
Found:11 Checked:563 Candidates:11910  (AssRouteToOffice RefSentPDVE)
Found:11 Checked:564 Candidates:11909  (AssRouteToOffice RefSentPoliceFire)
Found:11 Checked:565 Candidates:11908  (AssRouteToOffice RefSentRCC)
Found:11 Checked:566 Candidates:11907  (AssRouteToOffice RefSentRental)
Found:11 Checked:567 Candidates:11906  (AssRouteToOffice RefSentSalvage)
Found:11 Checked:568 Candidates:11905  (AssRouteToOffice Rental)
Found:11 Checked:569 Candidates:11904  (AssRouteToOffice ReturnFrBillAudit)
Found:11 Checked:570 Candidates:11903  (AssRouteToOffice ReviewRemFromInbox)
Distribution for (AssRouteToOffice 0,11 ReviewRemFromInbox)
N_a: 43, N_ab: 38, Critical interval: ((0, 11)), P(success): 0.6515, p_value: 0.0005

Found:12 Checked:571 Candidates:12104  (AssRouteToOffice RiskReviewSent)
Found:12 Checked:572 Candidates:12103  (AssRouteToOffice RouteToInbox)
Found:12 Checked:573 Candidates:12102  (AssRouteToOffice RouteToUnAssiMail)
Found:12 Checked:574 Candidates:12101  (AssRouteToOffice Salvage)
Found:12 Checked:575 Candidates:12100  (AssRouteToOffice SendTransHigh)
Found:12 Checked:576 Candidates:12099  (AssRouteToOffice SentToBillAudit)
Found:12 Checked:577 Candidates:12098  (AssRouteToOffice SetupEbillParty)
Found:12 Checked:578 Candidates:12097  (AssRouteToOffice SuspendedItem)
Distribution for (AssRouteToOffice 0,23 SuspendedItem)
N_a: 122, N_ab: 122, Critical interval: ((0, 23)), P(success): 0.8879, p_value: 0.0000

Found:13 Checked:579 Candidates:12330  (AssRouteToOffice Suspense)
Distribution for (AssRouteToOffice 0,23 Suspense)
N_a: 96, N_ab: 96, Critical interval: ((0, 23)), P(success): 0.8854, p_value: 0.0000

Found:14 Checked:580 Candidates:12563  (AssRouteToOffice TLWCompleteReprble)
Found:14 Checked:581 Candidates:12562  (AssRouteToOffice TLWCompleteTtlLoss)
Found:14 Checked:582 Candidates:12561  (AssRouteToOffice TLWReopened)
Found:14 Checked:583 Candidates:12560  (AssRouteToOffice UnsuspendedItem)
Found:14 Checked:584 Candidates:12559  (AssRouteToOffice updtPymtVoid)
Found:14 Checked:585 Candidates:12558  (AssRouteToOffice Vehicle)
Distribution for (AssRouteToOffice 1,23 Vehicle)
N_a: 97, N_ab: 97, Critical interval: ((1, 23)), P(success): 0.9265, p_value: 0.0006

Found:15 Checked:586 Candidates:12783  (AssRouteToOffice VehicleEdited)
Found:15 Checked:587 Candidates:12782  (AssRouteToOffice VehSlvgLogCompltd)
Found:15 Checked:588 Candidates:12781  (AssRouteToOffice XPayAuthApprv)
Found:15 Checked:589 Candidates:12780  (AssRouteToOffice XPayAuthLimit)
Found:15 Checked:590 Candidates:12779  (AssToFileHandler AllegedRemoved)
Found:15 Checked:591 Candidates:12778  (AssToFileHandler applyCreditSubmit)
Found:15 Checked:592 Candidates:12777  (AssToFileHandler AssociatedToClaim)
Found:15 Checked:593 Candidates:12776  (AssToFileHandler AssociatedToParty)
Found:15 Checked:594 Candidates:12775  (AssToFileHandler AssReRouteOffice)
Found:15 Checked:595 Candidates:12774  (AssToFileHandler AssReRouteQueue)
Found:15 Checked:596 Candidates:12773  (AssToFileHandler AssRouteToOffice)
Found:15 Checked:597 Candidates:12772  (AssToFileHandler AssToFileHandler)
Found:15 Checked:598 Candidates:12771  (AssToFileHandler AudatexReceipt)
Found:15 Checked:599 Candidates:12770  (AssToFileHandler CATContact)
Found:15 Checked:600 Candidates:12769  (AssToFileHandler ChangedDocType)
Found:15 Checked:601 Candidates:12768  (AssToFileHandler ChangedfromParty)
Found:15 Checked:602 Candidates:12767  (AssToFileHandler ChangedtoParty)
Found:15 Checked:603 Candidates:12766  (AssToFileHandler ClaimActivityLog)
Distribution for (AssToFileHandler 0,7 ClaimActivityLog)
